CODMUNRES,ANO,ABORTOS_SUS_MENOR_30,ABORTOS_SUS_30_A_39,ABORTOS_SUS_40_OU_MAIS
231180,2016,0,0,0
231180,2017,0,0,0
231180,2018,0,0,0
231180,2019,1,0,0
231180,2020,0,0,0
231310,2012,0,0,0
231310,2013,0,0,0
231310,2014,1,0,0
231310,2015,0,0,0
231310,2016,0,0,0
231310,2017,0,0,0
231310,2018,0,0,0
231310,2019,0,0,0
231310,2020,0,0,0
231340,2012,0,0,0
231340,2013,1,0,0
231340,2014,1,0,0
231340,2015,0,0,0
231340,2016,1,0,0
231340,2017,1,0,0
231340,2018,0,0,0
231340,2019,1,0,0
231340,2020,1,0,0
231390,2012,0,0,0
231390,2013,0,0,0
231390,2014,0,0,0
231390,2015,1,0,0
231390,2016,1,0,0
231390,2017,0,0,0
231390,2018,0,0,0
231390,2019,0,0,0
231390,2020,0,0,0
231400,2012,0,0,0
231400,2013,0,0,0
231400,2014,0,0,0
231400,2015,0,0,0
231400,2016,2,0,0
231400,2017,0,0,0
231400,2018,0,0,0
231400,2019,0,0,0
231400,2020,0,0,0
240810,2012,0,0,0
240810,2013,0,0,0
240810,2014,0,0,0
240810,2015,0,0,0
240810,2016,0,0,0
240810,2017,0,0,0
240810,2018,0,0,0
240810,2019,1,0,0
240810,2020,1,0,0
240820,2012,0,0,0
240820,2013,0,0,0
240820,2014,0,0,0
240820,2015,0,0,0
240820,2016,0,0,0
240820,2017,0,0,0
240820,2018,0,0,0
240820,2019,0,0,0
240820,2020,1,0,0
241200,2012,0,0,0
241200,2013,0,0,0
241200,2014,0,0,0
241200,2015,0,0,0
241200,2016,0,0,0
241200,2017,0,0,0
241200,2018,0,0,0
241200,2019,0,0,0
241200,2020,1,0,0
241460,2012,0,0,0
241460,2013,0,0,0
241460,2014,0,0,0
241460,2015,0,0,0
241460,2016,0,0,0
241460,2017,1,0,0
241460,2018,0,0,0
241460,2019,0,0,0
241460,2020,0,0,0
250750,2012,0,0,0
250750,2013,0,0,0
250750,2014,0,0,0
250750,2015,0,0,0
250750,2016,0,0,0
250750,2017,0,0,0
250750,2018,0,1,0
250750,2019,0,0,0
250750,2020,0,0,0
250770,2012,0,0,0
250770,2013,0,0,0
250770,2014,0,0,0
250770,2015,0,0,0
250770,2016,0,0,0
250770,2017,0,0,0
250770,2018,0,0,0
250770,2019,1,0,0
250770,2020,0,0,0
250780,2012,0,0,0
250780,2013,0,0,0
250780,2014,0,0,0
250780,2015,0,1,0
250780,2016,0,0,0
250780,2017,0,0,0
250780,2018,0,0,0
250780,2019,0,0,0
250780,2020,0,0,0
251080,2012,0,0,0
251080,2013,0,0,0
251080,2014,0,0,0
251080,2015,0,0,0
251080,2016,0,0,0
251080,2017,0,1,0
251080,2018,0,0,0
251080,2019,0,0,0
251080,2020,0,1,0
260290,2012,0,0,0
260290,2013,0,0,0
260290,2014,0,0,0
260290,2015,0,0,0
260290,2016,0,1,0
260290,2017,0,0,0
260290,2018,0,0,0
260290,2019,0,0,0
260290,2020,0,0,0
260460,2012,0,0,0
260460,2013,0,0,0
260460,2014,0,0,0
260460,2015,0,0,0
260460,2016,0,0,0
260460,2017,0,0,0
260460,2018,0,1,0
260460,2019,0,0,0
260460,2020,0,0,0
260810,2012,0,0,0
260810,2013,1,0,0
260810,2014,0,0,0
260810,2015,0,0,0
260810,2016,0,0,0
260810,2017,0,0,0
260810,2018,0,0,0
260810,2019,0,0,0
260810,2020,0,0,0
260960,2012,0,0,0
260960,2013,0,0,0
260960,2014,0,0,0
260960,2015,0,0,0
260960,2016,1,0,0
260960,2017,0,0,0
260960,2018,0,0,0
260960,2019,0,0,0
260960,2020,0,1,0
261000,2012,0,0,0
261000,2013,0,0,0
261000,2014,0,0,0
261000,2015,0,0,0
261000,2016,0,0,0
261000,2017,0,0,0
261000,2018,0,0,0
261000,2019,0,1,0
261000,2020,0,0,0
261160,2012,0,0,0
261160,2013,0,0,0
261160,2014,0,0,0
261160,2015,0,0,0
261160,2016,1,0,0
261160,2017,0,0,0
261160,2018,1,0,0
261160,2019,0,0,0
261160,2020,1,0,0
261340,2012,0,0,0
261340,2013,0,0,0
261340,2014,0,0,0
261340,2015,0,0,0
261340,2016,0,0,0
261340,2017,0,0,0
261340,2018,0,0,0
261340,2019,0,0,0
261340,2020,1,0,0
261390,2012,0,0,0
261390,2013,0,0,0
261390,2014,0,0,0
261390,2015,1,0,0
261390,2016,0,0,0
261390,2017,0,0,0
261390,2018,0,0,0
261390,2019,0,0,0
261390,2020,0,0,0
261480,2012,0,0,0
261480,2013,0,0,0
261480,2014,0,0,0
261480,2015,0,0,0
261480,2016,0,0,0
261480,2017,1,0,0
261480,2018,0,0,0
261480,2019,0,0,0
261480,2020,0,0,0
261640,2012,0,0,0
261640,2013,1,0,0
261640,2014,0,0,0
261640,2015,0,0,0
261640,2016,0,0,0
261640,2017,0,0,0
261640,2018,0,0,0
261640,2019,0,0,0
261640,2020,0,0,0
270240,2012,0,0,0
270240,2013,1,0,0
270240,2014,0,0,0
270240,2015,0,0,0
270240,2016,0,0,0
270240,2017,0,0,0
270240,2018,0,0,0
270240,2019,0,0,0
270240,2020,0,0,0
270430,2012,0,0,0
270430,2013,0,0,0
270430,2014,0,0,0
270430,2015,0,0,0
270430,2016,0,0,0
270430,2017,1,0,0
270430,2018,1,0,1
270430,2019,0,0,0
270430,2020,0,0,0
270570,2012,0,0,0
270570,2013,1,0,0
270570,2014,0,0,0
270570,2015,0,0,0
270570,2016,0,0,0
270570,2017,0,0,0
270570,2018,0,0,0
270570,2019,0,0,0
270570,2020,1,0,0
270710,2012,0,0,0
270710,2013,0,0,0
270710,2014,0,0,0
270710,2015,0,0,0
270710,2016,0,0,0
270710,2017,0,0,0
270710,2018,0,0,0
270710,2019,0,0,0
270710,2020,1,0,0
280030,2012,0,0,0
280030,2013,0,0,0
280030,2014,0,0,0
280030,2015,0,0,0
280030,2016,0,0,0
280030,2017,0,0,0
280030,2018,0,1,0
280030,2019,1,0,0
280030,2020,0,0,0
290320,2012,0,0,0
290320,2013,0,0,0
290320,2014,0,0,0
290320,2015,0,0,0
290320,2016,0,0,0
290320,2017,0,0,0
290320,2018,0,0,0
290320,2019,0,0,0
290320,2020,0,1,0
290750,2012,0,0,0
290750,2013,0,0,0
290750,2014,0,0,0
290750,2015,0,0,0
290750,2016,0,0,0
290750,2017,0,0,0
290750,2018,0,0,0
290750,2019,0,0,0
290750,2020,0,1,0
291630,2012,0,0,0
291630,2013,0,0,0
291630,2014,0,0,0
291630,2015,0,0,0
291630,2016,1,0,0
291630,2017,0,0,0
291630,2018,0,0,0
291630,2019,0,0,0
291630,2020,0,0,0
291920,2012,0,0,0
291920,2013,0,0,0
291920,2014,0,0,0
291920,2015,0,0,0
291920,2016,0,1,0
291920,2017,0,0,0
291920,2018,0,0,0
291920,2019,0,0,0
291920,2020,0,1,0
292060,2012,0,0,0
292060,2013,0,0,0
292060,2014,0,0,0
292060,2015,0,0,0
292060,2016,0,0,0
292060,2017,0,0,0
292060,2018,0,0,0
292060,2019,0,0,0
292060,2020,1,0,0
292740,2012,0,0,0
292740,2013,1,0,0
292740,2014,0,0,0
292740,2015,0,0,0
292740,2016,0,0,0
292740,2017,0,0,0
292740,2018,0,0,0
292740,2019,0,0,0
292740,2020,0,0,0
292895,2012,0,0,0
292895,2013,0,0,0
292895,2014,0,0,0
292895,2015,0,0,0
292895,2016,0,0,0
292895,2017,1,0,0
292895,2018,0,0,0
292895,2019,0,0,0
292895,2020,0,0,0
310450,2012,0,0,0
310450,2013,0,0,0
310450,2014,0,0,0
310450,2015,0,0,0
310450,2016,0,0,0
310450,2017,1,0,0
310450,2018,0,0,0
310450,2019,0,0,0
310450,2020,0,0,0
310620,2012,0,0,0
310620,2013,0,0,0
310620,2014,0,0,0
310620,2015,1,0,0
310620,2016,0,0,0
310620,2017,0,0,0
310620,2018,0,0,0
310620,2019,0,0,0
310620,2020,0,0,0
310740,2012,0,0,0
310740,2013,0,0,0
310740,2014,0,0,0
310740,2015,0,0,0
310740,2016,0,0,0
310740,2017,0,0,0
310740,2018,0,0,0
310740,2019,0,0,0
310740,2020,0,1,0
311860,2012,0,0,0
311860,2013,0,0,0
311860,2014,0,0,0
311860,2015,0,0,0
311860,2016,0,0,0
311860,2017,0,0,0
311860,2018,0,0,0
311860,2019,0,0,0
311860,2020,1,0,0
312160,2012,0,0,0
312160,2013,0,0,0
312160,2014,0,0,0
312160,2015,0,0,0
312160,2016,0,0,0
312160,2017,0,0,0
312160,2018,0,1,0
312160,2019,0,0,0
312160,2020,0,0,0
313420,2012,0,0,0
313420,2013,0,0,0
313420,2014,0,0,0
313420,2015,0,0,0
313420,2016,0,0,0
313420,2017,0,0,0
313420,2018,0,0,0
313420,2019,0,0,0
313420,2020,0,1,0
313440,2012,0,0,0
313440,2013,0,1,0
313440,2014,0,0,0
313440,2015,0,0,0
313440,2016,0,0,0
313440,2017,0,0,0
313440,2018,0,0,0
313440,2019,0,0,0
313440,2020,0,0,0
313820,2012,0,0,0
313820,2013,0,0,0
313820,2014,0,0,0
313820,2015,0,0,0
313820,2016,0,1,0
313820,2017,0,0,0
313820,2018,0,0,0
313820,2019,0,0,0
313820,2020,0,0,0
314790,2012,0,0,0
314790,2013,0,0,0
314790,2014,0,0,0
314790,2015,0,0,0
314790,2016,0,0,0
314790,2017,0,0,0
314790,2018,0,1,0
314790,2019,0,0,0
314790,2020,0,0,0
314800,2012,0,0,0
314800,2013,0,0,0
314800,2014,0,0,0
314800,2015,0,0,0
314800,2016,0,0,0
314800,2017,0,0,0
314800,2018,0,0,0
314800,2019,1,0,0
314800,2020,1,0,0
316020,2012,0,0,0
316020,2013,0,0,0
316020,2014,0,0,0
316020,2015,0,0,0
316020,2016,0,0,0
316020,2017,0,0,0
316020,2018,0,0,0
316020,2019,1,0,0
316020,2020,0,0,0
316930,2012,0,0,0
316930,2013,0,0,0
316930,2014,0,0,0
316930,2015,0,0,0
316930,2016,0,0,0
316930,2017,1,0,0
316930,2018,0,0,0
316930,2019,0,0,0
316930,2020,0,0,0
317010,2012,0,0,0
317010,2013,0,0,0
317010,2014,0,0,0
317010,2015,0,0,0
317010,2016,0,0,1
317010,2017,0,0,0
317010,2018,0,0,0
317010,2019,0,0,0
317010,2020,0,0,0
317020,2012,0,0,0
317020,2013,0,0,0
317020,2014,0,0,0
317020,2015,0,0,0
317020,2016,0,0,0
317020,2017,0,0,0
317020,2018,0,0,0
317020,2019,0,1,0
317020,2020,0,0,0
317080,2012,0,0,0
317080,2013,0,0,0
317080,2014,0,0,0
317080,2015,0,0,0
317080,2016,0,0,0
317080,2017,1,0,0
317080,2018,0,0,0
317080,2019,0,0,0
317080,2020,0,0,0
320450,2012,0,0,0
320450,2013,0,0,0
320450,2014,0,0,0
320450,2015,0,0,0
320450,2016,0,0,0
320450,2017,0,0,0
320450,2018,0,0,0
320450,2019,1,0,0
320450,2020,0,0,0
330010,2012,0,0,0
330010,2013,0,0,0
330010,2014,0,0,0
330010,2015,0,0,0
330010,2016,0,0,0
330010,2017,0,0,0
330010,2018,0,0,0
330010,2019,0,0,0
330010,2020,0,1,0
330020,2012,0,0,0
330020,2013,0,0,0
330020,2014,0,0,0
330020,2015,0,0,0
330020,2016,0,0,0
330020,2017,0,0,0
330020,2018,2,0,0
330020,2019,0,0,0
330020,2020,0,0,0
330040,2012,0,0,0
330040,2013,1,0,0
330040,2014,0,0,0
330040,2015,0,0,0
330040,2016,0,0,0
330040,2017,0,0,0
330040,2018,0,0,0
330040,2019,0,0,0
330040,2020,0,0,0
330170,2012,0,0,0
330170,2013,0,0,0
330170,2014,0,0,0
330170,2015,1,0,0
330170,2016,0,0,0
330170,2017,0,0,0
330170,2018,1,0,0
330170,2019,0,0,0
330170,2020,1,0,0
330187,2012,0,0,0
330187,2013,0,0,0
330187,2014,0,0,0
330187,2015,0,0,0
330187,2016,0,0,0
330187,2017,0,0,0
330187,2018,1,0,0
330187,2019,0,0,0
330187,2020,0,0,0
330250,2012,0,0,0
330250,2013,0,0,0
330250,2014,0,0,0
330250,2015,0,0,0
330250,2016,0,0,0
330250,2017,0,0,0
330250,2018,0,0,0
330250,2019,1,0,0
330250,2020,0,0,0
330285,2012,0,0,0
330285,2013,0,0,0
330285,2014,0,0,0
330285,2015,0,0,0
330285,2016,0,0,0
330285,2017,0,0,0
330285,2018,0,0,0
330285,2019,0,1,0
330285,2020,0,0,0
330330,2012,0,0,0
330330,2013,0,0,0
330330,2014,0,0,0
330330,2015,0,0,0
330330,2016,0,0,0
330330,2017,0,0,0
330330,2018,0,0,0
330330,2019,0,1,0
330330,2020,1,0,0
330350,2012,0,0,0
330350,2013,0,0,0
330350,2014,0,0,0
330350,2015,0,0,0
330350,2016,0,0,0
330350,2017,0,0,0
330350,2018,1,0,0
330350,2019,0,0,0
330350,2020,0,0,0
330420,2012,0,0,0
330420,2013,0,0,0
330420,2014,0,0,0
330420,2015,0,0,0
330420,2016,0,0,0
330420,2017,0,0,0
330420,2018,0,0,0
330420,2019,1,0,0
330420,2020,0,0,0
330455,2012,0,0,0
330455,2013,0,1,0
330455,2014,0,0,0
330455,2015,0,0,0
330455,2016,0,1,0
330455,2017,2,0,0
330455,2018,1,1,0
330455,2019,0,0,0
330455,2020,3,0,0
330490,2012,0,0,0
330490,2013,0,0,0
330490,2014,0,0,0
330490,2015,0,0,0
330490,2016,0,1,0
330490,2017,0,0,0
330490,2018,0,0,0
330490,2019,0,0,0
330490,2020,1,0,0
330520,2012,0,0,0
330520,2013,0,0,0
330520,2014,0,0,0
330520,2015,0,0,0
330520,2016,0,0,0
330520,2017,0,0,0
330520,2018,0,0,0
330520,2019,0,0,0
330520,2020,1,0,0
350390,2012,0,0,0
350390,2013,0,0,0
350390,2014,0,0,0
350390,2015,0,0,0
350390,2016,0,0,0
350390,2017,0,0,0
350390,2018,0,0,0
350390,2019,0,1,0
350390,2020,0,0,0
350950,2012,0,0,0
350950,2013,0,0,0
350950,2014,0,0,0
350950,2015,0,0,0
350950,2016,0,0,0
350950,2017,0,0,0
350950,2018,0,0,0
350950,2019,0,0,0
350950,2020,1,1,0
351050,2012,0,0,0
351050,2013,0,0,0
351050,2014,0,0,0
351050,2015,0,0,0
351050,2016,0,0,0
351050,2017,0,0,0
351050,2018,1,0,0
351050,2019,0,0,0
351050,2020,0,0,0
351060,2012,0,0,0
351060,2013,0,0,0
351060,2014,0,0,0
351060,2015,0,0,0
351060,2016,0,0,0
351060,2017,0,0,0
351060,2018,0,0,0
351060,2019,0,1,0
351060,2020,0,0,0
351190,2012,0,0,0
351190,2013,0,0,0
351190,2014,0,0,0
351190,2015,0,0,0
351190,2016,1,0,0
351190,2017,0,0,0
351190,2018,0,0,0
351190,2019,0,0,0
351190,2020,0,0,0
351300,2012,0,0,0
351300,2013,0,0,0
351300,2014,0,0,0
351300,2015,0,0,0
351300,2016,0,1,0
351300,2017,0,0,0
351300,2018,0,0,0
351300,2019,0,0,0
351300,2020,0,0,0
351340,2012,0,0,0
351340,2013,0,0,0
351340,2014,0,0,0
351340,2015,0,0,0
351340,2016,0,0,0
351340,2017,0,1,0
351340,2018,0,0,0
351340,2019,0,0,0
351340,2020,0,0,0
351510,2012,0,0,0
351510,2013,0,0,0
351510,2014,0,0,0
351510,2015,0,0,0
351510,2016,0,1,0
351510,2017,0,0,0
351510,2018,0,0,0
351510,2019,0,0,0
351510,2020,0,0,0
351570,2012,0,0,0
351570,2013,0,0,0
351570,2014,0,0,0
351570,2015,0,0,0
351570,2016,0,0,0
351570,2017,0,0,0
351570,2018,1,0,0
351570,2019,0,0,0
351570,2020,0,0,0
351880,2012,0,0,0
351880,2013,0,0,0
351880,2014,0,1,0
351880,2015,1,0,0
351880,2016,0,0,0
351880,2017,0,0,0
351880,2018,0,0,0
351880,2019,1,0,0
351880,2020,2,1,0
352170,2012,0,0,0
352170,2013,0,0,0
352170,2014,0,0,0
352170,2015,0,0,0
352170,2016,0,0,0
352170,2017,0,0,0
352170,2018,0,0,0
352170,2019,1,0,0
352170,2020,0,0,0
352590,2012,0,0,0
352590,2013,0,0,0
352590,2014,0,0,0
352590,2015,0,0,0
352590,2016,0,0,0
352590,2017,0,0,0
352590,2018,0,0,0
352590,2019,0,0,0
352590,2020,0,1,0
352710,2012,0,0,0
352710,2013,0,0,0
352710,2014,0,0,0
352710,2015,0,0,0
352710,2016,1,0,0
352710,2017,0,0,0
352710,2018,0,0,0
352710,2019,0,0,0
352710,2020,0,0,0
353080,2012,0,0,0
353080,2013,0,0,0
353080,2014,0,0,0
353080,2015,0,0,0
353080,2016,0,0,0
353080,2017,0,0,0
353080,2018,0,0,0
353080,2019,0,1,0
353080,2020,0,0,0
353110,2012,0,0,0
353110,2013,0,0,0
353110,2014,0,0,0
353110,2015,0,0,0
353110,2016,0,0,0
353110,2017,0,0,0
353110,2018,0,0,0
353110,2019,0,0,0
353110,2020,0,1,0
353190,2012,0,0,0
353190,2013,0,0,0
353190,2014,0,0,0
353190,2015,0,0,0
353190,2016,0,0,0
353190,2017,0,0,0
353190,2018,0,0,0
353190,2019,0,0,0
353190,2020,0,1,0
353650,2012,0,0,0
353650,2013,0,0,0
353650,2014,1,0,0
353650,2015,0,0,0
353650,2016,0,0,0
353650,2017,0,0,0
353650,2018,0,0,0
353650,2019,0,0,0
353650,2020,0,0,0
354100,2012,0,0,0
354100,2013,0,0,0
354100,2014,0,0,0
354100,2015,0,0,0
354100,2016,0,0,0
354100,2017,0,0,0
354100,2018,1,0,0
354100,2019,0,0,0
354100,2020,0,0,0
354140,2012,0,0,0
354140,2013,0,0,0
354140,2014,0,0,0
354140,2015,0,0,0
354140,2016,0,0,0
354140,2017,0,0,0
354140,2018,0,0,0
354140,2019,1,0,0
354140,2020,0,0,0
354340,2012,0,0,0
354340,2013,0,0,0
354340,2014,0,0,0
354340,2015,0,0,0
354340,2016,0,0,0
354340,2017,0,0,0
354340,2018,0,0,0
354340,2019,0,0,0
354340,2020,0,1,0
354425,2012,0,0,0
354425,2013,0,0,0
354425,2014,1,0,0
354425,2015,1,0,0
354425,2016,0,0,0
354425,2017,0,0,0
354425,2018,0,0,0
354425,2019,0,0,0
354425,2020,0,0,0
354450,2012,0,0,0
354450,2013,0,0,0
354450,2014,0,0,0
354450,2015,0,0,0
354450,2016,0,2,0
354450,2017,0,0,0
354450,2018,0,0,0
354450,2019,0,0,0
354450,2020,0,0,0
354580,2012,0,0,0
354580,2013,0,0,0
354580,2014,0,0,0
354580,2015,0,0,0
354580,2016,0,0,0
354580,2017,0,0,0
354580,2018,0,0,0
354580,2019,0,0,0
354580,2020,0,1,0
354780,2012,0,0,0
354780,2013,0,1,0
354780,2014,0,0,0
354780,2015,0,0,0
354780,2016,1,0,0
354780,2017,0,0,0
354780,2018,0,0,0
354780,2019,0,0,0
354780,2020,0,1,0
354870,2012,0,0,0
354870,2013,0,0,0
354870,2014,0,0,0
354870,2015,0,0,0
354870,2016,1,2,0
354870,2017,0,0,0
354870,2018,0,0,0
354870,2019,0,0,0
354870,2020,0,0,0
354880,2012,0,0,0
354880,2013,0,0,0
354880,2014,0,0,0
354880,2015,0,0,0
354880,2016,0,1,0
354880,2017,0,0,0
354880,2018,0,0,0
354880,2019,0,0,0
354880,2020,0,0,0
354890,2012,0,0,0
354890,2013,0,0,0
354890,2014,0,0,0
354890,2015,0,0,0
354890,2016,0,0,0
354890,2017,0,0,0
354890,2018,0,0,0
354890,2019,0,1,0
354890,2020,0,0,0
354980,2012,0,0,0
354980,2013,0,0,0
354980,2014,0,0,0
354980,2015,0,0,0
354980,2016,0,0,1
354980,2017,0,0,0
354980,2018,0,0,0
354980,2019,0,0,0
354980,2020,0,1,0
354990,2012,0,0,0
354990,2013,0,0,0
354990,2014,0,0,0
354990,2015,0,0,0
354990,2016,0,0,0
354990,2017,0,0,1
354990,2018,0,0,0
354990,2019,0,0,0
354990,2020,0,0,1
355030,2012,0,0,0
355030,2013,0,0,0
355030,2014,1,0,0
355030,2015,0,0,0
355030,2016,0,0,0
355030,2017,0,0,0
355030,2018,1,2,0
355030,2019,2,0,0
355030,2020,2,0,0
355060,2012,0,0,0
355060,2013,0,0,0
355060,2014,0,0,0
355060,2015,0,0,0
355060,2016,0,0,0
355060,2017,0,0,0
355060,2018,0,0,0
355060,2019,1,0,0
355060,2020,0,0,0
355100,2012,0,0,0
355100,2013,0,0,0
355100,2014,0,0,0
355100,2015,0,0,0
355100,2016,1,0,0
355100,2017,0,0,0
355100,2018,0,0,0
355100,2019,0,0,0
355100,2020,0,0,0
355220,2012,0,0,0
355220,2013,0,0,0
355220,2014,0,0,0
355220,2015,0,0,0
355220,2016,0,0,0
355220,2017,0,0,0
355220,2018,1,0,0
355220,2019,1,0,0
355220,2020,2,0,0
355410,2012,0,0,0
355410,2013,1,0,0
355410,2014,0,0,0
355410,2015,0,0,0
355410,2016,0,0,0
355410,2017,0,0,0
355410,2018,0,0,0
355410,2019,0,0,0
355410,2020,0,0,0
355700,2012,0,0,0
355700,2013,0,0,0
355700,2014,0,0,0
355700,2015,0,0,0
355700,2016,0,0,0
355700,2017,0,0,0
355700,2018,0,0,0
355700,2019,0,0,0
355700,2020,1,0,0
410180,2012,0,0,0
410180,2013,0,0,0
410180,2014,0,0,0
410180,2015,0,0,0
410180,2016,0,0,0
410180,2017,0,0,0
410180,2018,0,1,0
410180,2019,0,0,0
410180,2020,0,0,0
410190,2012,0,0,0
410190,2013,0,0,0
410190,2014,0,0,0
410190,2015,0,0,0
410190,2016,0,0,0
410190,2017,0,0,0
410190,2018,1,0,0
410190,2019,0,0,0
410190,2020,0,0,0
410370,2012,0,0,0
410370,2013,0,0,0
410370,2014,0,0,0
410370,2015,0,0,0
410370,2016,0,0,0
410370,2017,0,1,0
410370,2018,0,0,0
410370,2019,0,0,0
410370,2020,0,0,0
410400,2012,0,0,0
410400,2013,0,0,0
410400,2014,0,0,0
410400,2015,1,0,0
410400,2016,0,0,0
410400,2017,0,0,0
410400,2018,0,0,0
410400,2019,0,0,0
410400,2020,0,0,0
410480,2012,0,0,0
410480,2013,0,0,0
410480,2014,0,0,0
410480,2015,0,0,0
410480,2016,1,0,0
410480,2017,0,0,0
410480,2018,1,1,0
410480,2019,0,0,0
410480,2020,0,0,0
410580,2012,0,0,0
410580,2013,0,0,0
410580,2014,1,0,0
410580,2015,0,0,0
410580,2016,0,0,0
410580,2017,0,0,0
410580,2018,0,0,0
410580,2019,0,0,0
410580,2020,0,0,0
410690,2012,0,0,0
410690,2013,0,0,0
410690,2014,0,0,0
410690,2015,0,0,0
410690,2016,0,0,0
410690,2017,0,0,0
410690,2018,0,0,0
410690,2019,1,0,0
410690,2020,1,0,0
410830,2012,0,0,0
410830,2013,0,0,0
410830,2014,0,0,0
410830,2015,0,0,0
410830,2016,1,0,0
410830,2017,0,0,0
410830,2018,0,0,0
410830,2019,0,0,0
410830,2020,0,0,0
410940,2012,0,0,0
410940,2013,0,0,0
410940,2014,0,0,0
410940,2015,0,0,0
410940,2016,0,0,0
410940,2017,0,0,0
410940,2018,0,0,0
410940,2019,0,0,0
410940,2020,0,1,0
411370,2012,0,0,0
411370,2013,0,0,0
411370,2014,0,0,0
411370,2015,0,0,0
411370,2016,0,0,0
411370,2017,0,0,0
411370,2018,0,0,0
411370,2019,1,0,0
411370,2020,1,0,0
411915,2012,0,0,0
411915,2013,0,1,0
411915,2014,0,0,0
411915,2015,0,0,0
411915,2016,0,0,0
411915,2017,0,0,0
411915,2018,0,0,0
411915,2019,0,0,0
411915,2020,0,0,0
412010,2012,0,0,0
412010,2013,0,0,0
412010,2014,0,0,0
412010,2015,1,0,0
412010,2016,0,0,0
412010,2017,0,0,0
412010,2018,0,0,0
412010,2019,0,0,0
412010,2020,0,0,0
412405,2012,0,0,0
412405,2013,0,0,0
412405,2014,0,0,0
412405,2015,0,0,0
412405,2016,0,0,0
412405,2017,0,0,0
412405,2018,0,0,0
412405,2019,1,0,0
412405,2020,0,0,0
412820,2012,0,0,0
412820,2013,0,0,0
412820,2014,0,0,0
412820,2015,0,0,0
412820,2016,0,0,0
412820,2017,0,0,0
412820,2018,0,0,0
412820,2019,1,0,0
412820,2020,0,0,0
420200,2012,0,0,0
420200,2013,0,0,0
420200,2014,0,0,0
420200,2015,0,0,0
420200,2016,0,0,0
420200,2017,1,0,0
420200,2018,0,0,0
420200,2019,0,0,0
420200,2020,0,0,0
420240,2012,0,0,0
420240,2013,0,0,0
420240,2014,0,0,0
420240,2015,0,0,0
420240,2016,0,0,0
420240,2017,0,0,0
420240,2018,0,1,0
420240,2019,2,0,0
420240,2020,1,0,0
420380,2012,0,0,0
420380,2013,0,0,0
420380,2014,0,0,0
420380,2015,0,0,0
420380,2016,0,0,0
420380,2017,0,0,0
420380,2018,0,0,0
420380,2019,0,0,0
420380,2020,0,1,0
420460,2012,0,0,0
420460,2013,0,0,0
420460,2014,0,0,0
420460,2015,0,0,0
420460,2016,0,0,0
420460,2017,0,0,0
420460,2018,1,0,0
420460,2019,0,0,0
420460,2020,0,0,0
420540,2012,0,0,0
420540,2013,0,0,0
420540,2014,0,0,0
420540,2015,0,0,0
420540,2016,0,0,0
420540,2017,0,0,0
420540,2018,0,0,0
420540,2019,0,0,0
420540,2020,1,0,0
420750,2012,0,0,0
420750,2013,0,0,0
420750,2014,0,0,0
420750,2015,0,0,0
420750,2016,0,0,0
420750,2017,0,0,0
420750,2018,0,0,0
420750,2019,0,0,0
420750,2020,0,1,0
420820,2012,0,0,0
420820,2013,0,0,0
420820,2014,0,0,0
420820,2015,0,0,0
420820,2016,0,0,0
420820,2017,0,0,0
420820,2018,0,0,0
420820,2019,0,0,0
420820,2020,0,1,0
420910,2012,0,0,0
420910,2013,0,0,0
420910,2014,0,0,0
420910,2015,0,0,0
420910,2016,0,0,0
420910,2017,0,0,0
420910,2018,0,0,0
420910,2019,0,0,0
420910,2020,1,0,0
421050,2012,0,0,0
421050,2013,0,0,0
421050,2014,0,0,0
421050,2015,0,0,0
421050,2016,0,0,0
421050,2017,1,0,0
421050,2018,0,0,0
421050,2019,0,0,0
421050,2020,0,0,0
421660,2012,0,0,0
421660,2013,0,0,0
421660,2014,0,0,0
421660,2015,0,0,0
421660,2016,0,0,0
421660,2017,0,0,0
421660,2018,0,0,0
421660,2019,0,0,0
421660,2020,1,1,0
430175,2012,0,0,0
430175,2013,1,0,0
430175,2014,0,0,0
430175,2015,0,0,0
430175,2016,0,0,0
430175,2017,0,0,0
430175,2018,0,0,0
430175,2019,0,0,0
430175,2020,0,0,0
430310,2012,0,0,0
430310,2013,0,0,0
430310,2014,0,0,0
430310,2015,0,0,0
430310,2016,0,0,0
430310,2017,0,0,0
430310,2018,0,0,0
430310,2019,1,0,0
430310,2020,0,0,0
430780,2012,0,0,0
430780,2013,0,0,0
430780,2014,0,0,0
430780,2015,0,0,0
430780,2016,0,0,0
430780,2017,0,1,0
430780,2018,0,0,0
430780,2019,0,0,0
430780,2020,0,0,0
430920,2012,0,0,0
430920,2013,1,0,0
430920,2014,0,0,0
430920,2015,0,0,0
430920,2016,0,0,0
430920,2017,0,0,0
430920,2018,0,0,0
430920,2019,0,0,0
430920,2020,0,0,0
431140,2012,0,0,0
431140,2013,0,0,0
431140,2014,0,0,0
431140,2015,0,0,0
431140,2016,0,0,0
431140,2017,0,0,0
431140,2018,0,1,0
431140,2019,0,0,0
431140,2020,0,0,0
431490,2012,0,0,0
431490,2013,0,0,0
431490,2014,1,0,0
431490,2015,0,0,0
431490,2016,1,1,0
431490,2017,1,0,0
431490,2018,0,0,0
431490,2019,0,0,0
431490,2020,1,0,0
431840,2012,0,0,0
431840,2013,0,0,0
431840,2014,0,0,0
431840,2015,0,0,0
